name, codename, country, iata, icao, type
Corpus Christi International Airport,Corpus Christi,United States,CRP,KCRP,airport
Syracuse Hancock International Airport,Syracuse,United States,SYR,KSYR,airport
Naval Air Station Key West/Boca Chica Field,Key West,United States,NQX,KNQX,airport
Chicago Midway International Airport,Chicago,United States,MDW,KMDW,airport
Norman Y. Mineta San Jose International Airport,San Jose,United States,SJC,KSJC,airport
Lea County Regional Airport,Hobbs,United States,HOB,KHOB,airport
Northeast Philadelphia Airport,Philadelphia,United States,PNE,KPNE,airport
Denver International Airport,Denver,United States,DEN,KDEN,airport
Philadelphia International Airport,Philadelphia,United States,PHL,KPHL,airport
Sioux Gateway Col. Bud Day Field,Sioux City,United States,SUX,KSUX,airport
Middle Georgia Regional Airport,Macon,United States,MCN,KMCN,airport
Truth Or Consequences Municipal Airport,Truth Or Consequences,United States,TCS,KTCS,airport
Palmdale Regional/USAF Plant 42 Airport,Palmdale,United States,PMD,KPMD,airport
Randolph Air Force Base,San Antonio,United States,RND,KRND,airport
El Centro NAF Airport (Vraciu Field),El Centro,United States,NJK,KNJK,airport
John Glenn Columbus International Airport,Columbus,United States,CMH,KCMH,airport
Drake Field,Fayetteville,United States,FYV,KFYV,airport
Henry Post Army Air Field (Fort Sill),Fort Sill,United States,FSI,KFSI,airport
Wright-Patterson Air Force Base,Dayton,United States,FFO,KFFO,airport
Edward G. Pitka Sr Airport,Galena,United States,GAL,PAGA,airport
Mineral Wells Airport,Mineral Wells,United States,MWL,KMWL,airport
Mc Connell Air Force Base,Wichita,United States,IAB,KIAB,airport
New Orleans NAS JRB/Alvin Callender Field,New Orleans,United States,NBG,KNBG,airport
Beaufort County Airport,Beaufort,United States,BFT,KARW,airport
Texarkana Regional Webb Field,Texarkana,United States,TXK,KTXK,airport
Plattsburgh International Airport,Plattsburgh,United States,PBG,KPBG,airport
Phillips Army Air Field,Aberdeen,United States,APG,KAPG,airport
Tucumcari Municipal Airport,Tucumcari,United States,TCC,KTCC,airport
Ted Stevens Anchorage International Airport,Anchorage,United States,ANC,PANC,airport
Robert Gray  Army Air Field Airport,Killeen,United States,GRK,KGRK,airport
Bellingham International Airport,Bellingham,United States,BLI,KBLI,airport
Millington-Memphis Airport,Millington,United States,NQA,KNQA,airport
Elkins-Randolph Co-Jennings Randolph Field,Elkins,United States,EKN,KEKN,airport
Hartford Brainard Airport,Hartford,United States,HFD,KHFD,airport
North Central State Airport,Smithfield,United States,SFZ,KSFZ,airport
Mobile Regional Airport,Mobile,United States,MOB,KMOB,airport
Moffett Federal Airfield,Mountain View,United States,NUQ,KNUQ,airport
Santa Fe Municipal Airport,Santa Fe,United States,SAF,KSAF,airport
Barking Sands Airport,Barking Sands,United States,BKH,PHBK,airport
Beauregard Regional Airport,Deridder,United States,DRI,KDRI,airport
Bradshaw Army Airfield,Bradshaw Field,United States,BSF,PHSF,airport
Nogales International Airport,Nogales,United States,OLS,KOLS,airport
Mac Dill Air Force Base,Tampa,United States,MCF,KMCF,airport
Scott AFB/Midamerica Airport,Belleville,United States,BLV,KBLV,airport
Opa-locka Executive Airport,Miami,United States,OPF,KOPF,airport
Del Rio International Airport,Del Rio,United States,DRT,KDRT,airport
Southwest Florida International Airport,Fort Myers,United States,RSW,KRSW,airport
King Salmon Airport,King Salmon,United States,AKN,PAKN,airport
Muir Army Air Field (Fort Indiantown Gap) Airport,Muir,United States,MUI,KMUI,airport
Kapalua Airport,Lahania-kapalua,United States,JHM,PHJH,airport
John F Kennedy International Airport,New York,United States,JFK,KJFK,airport
Homestead ARB Airport,Homestead,United States,HST,KHST,airport
Riverside Municipal Airport,Riverside,United States,RAL,KRAL,airport
Sherman Army Air Field,Fort Leavenworth,United States,FLV,KFLV,airport
Wallops Flight Facility Airport,Wallops Island,United States,WAL,KWAL,airport
Holloman Air Force Base,Alamogordo,United States,HMN,KHMN,airport
Willow Grove Naval Air Station/Joint Reserve Base,Willow Grove,United States,NXX,KNXX,airport
Cheyenne Regional Jerry Olson Field,Cheyenne,United States,CYS,KCYS,airport
Stockton Metropolitan Airport,Stockton,United States,SCK,KSCK,airport
Charleston Air Force Base-International Airport,Charleston,United States,CHS,KCHS,airport
Reno Tahoe International Airport,Reno,United States,RNO,KRNO,airport
Ketchikan International Airport,Ketchikan,United States,KTN,PAKT,airport
Willow Run Airport,Detroit,United States,YIP,KYIP,airport
Vandenberg Air Force Base,Lompoc,United States,VBG,KVBG,airport
Birmingham-Shuttlesworth International Airport,Birmingham,United States,BHM,KBHM,airport
Lakehurst Maxfield Field Airport,Lakehurst,United States,NEL,KNEL,airport
Eareckson Air Station,Shemya,United States,SYA,PASY,airport
Nellis Air Force Base,Las Vegas,United States,LSV,KLSV,airport
March ARB Airport,Riverside,United States,RIV,KRIV,airport
Modesto City Co-Harry Sham Field,Modesto,United States,MOD,KMOD,airport
Sacramento International Airport,Sacramento,United States,SMF,KSMF,airport
Waukegan National Airport,Chicago,United States,UGN,KUGN,airport
City of Colorado Springs Municipal Airport,Colorado Springs,United States,COS,KCOS,airport
Buffalo Niagara International Airport,Buffalo,United States,BUF,KBUF,airport
Griffing Sandusky Airport,Sandusky,United States,SKY,KSKY,airport
Snohomish County (Paine Field) Airport,Everett,United States,PAE,KPAE,airport
Mountain Home Air Force Base,Mountain Home,United States,MUO,KMUO,airport
Cedar City Regional Airport,Cedar City,United States,CDC,KCDC,airport
Bradley International Airport,Windsor Locks,United States,BDL,KBDL,airport
Mc Allen Miller International Airport,Mcallen,United States,MFE,KMFE,airport
Norfolk Naval Station (Chambers Field),Norfolk,United States,NGU,KNGU,airport
Westover ARB/Metropolitan Airport,Chicopee Falls,United States,CEF,KCEF,airport
Lubbock Preston Smith International Airport,Lubbock,United States,LBB,KLBB,airport
Chicago O'Hare International Airport,Chicago,United States,ORD,KORD,airport
Boca Raton Airport,Boca Raton,United States,BCT,KBCT,airport
Fairbanks International Airport,Fairbanks,United States,FAI,PAFA,airport
Cannon Air Force Base,Clovis,United States,CVS,KCVS,airport
Kaneohe Bay MCAS (Marion E. Carl Field) Airport,Kaneohe Bay,United States,NGF,PHNG,airport
Offutt Air Force Base,Omaha,United States,OFF,KOFF,airport
Gulkana Airport,Gulkana,United States,GKN,PAGK,airport
Watertown International Airport,Watertown,United States,ART,KART,airport
Palm Springs International Airport,Palm Springs,United States,PSP,KPSP,airport
Rick Husband Amarillo International Airport,Amarillo,United States,AMA,KAMA,airport
Fort Dodge Regional Airport,Fort Dodge,United States,FOD,KFOD,airport
Barksdale Air Force Base,Shreveport,United States,BAD,KBAD,airport
Topeka Regional Airport - Forbes Field,Topeka,United States,FOE,KFOE,airport
Cotulla-La Salle County Airport,Cotulla,United States,COT,KCOT,airport
Wilmington International Airport,Wilmington,United States,ILM,KILM,airport
Baton Rouge Metropolitan Airport,Baton Rouge,United States,BTR,KBTR,airport
Tyler Pounds Regional Airport,Tyler,United States,TYR,KTYR,airport
Baltimore/Washington International Thurgood Marshall Airport,Baltimore,United States,BWI,KBWI,airport
Hobart Regional Airport,Hobart,United States,HBR,KHBR,airport
Lanai Airport,Lanai,United States,LNY,PHNY,airport
Alexandria International Airport,Alexandria,United States,AEX,KAEX,airport
Condron Army Air Field,White Sands,United States,WSD,KWSD,airport
Cold Bay Airport,Cold Bay,United States,CDB,PACD,airport
Tulsa International Airport,Tulsa,United States,TUL,KTUL,airport
Sitka Rocky Gutierrez Airport,Sitka,United States,SIT,PASI,airport
Long Island Mac Arthur Airport,Islip,United States,ISP,KISP,airport
Minneapolis-St Paul International/Wold-Chamberlain Airport,Minneapolis,United States,MSP,KMSP,airport
New Castle Airport,Wilmington,United States,ILG,KILG,airport
Unalaska Airport,Unalaska,United States,DUT,PADU,airport
Louis Armstrong New Orleans International Airport,New Orleans,United States,MSY,KMSY,airport
Portland International Jetport Airport,Portland,United States,PWM,KPWM,airport
Will Rogers World Airport,Oklahoma City,United States,OKC,KOKC,airport
Albany International Airport,Albany,United States,ALB,KALB,airport
Valdez Pioneer Field,Valdez,United States,VDZ,PAVD,airport
Langley Air Force Base,Hampton,United States,LFI,KLFI,airport
John Wayne Airport-Orange County Airport,Santa Ana,United States,SNA,KSNA,airport
Columbus Air Force Base,Colombus,United States,CBM,KCBM,airport
Kendall-Tamiami Executive Airport,Kendall-tamiami,United States,TMB,KTMB,airport
Oceana Naval Air Station,Oceana,United States,NTU,KNTU,airport
Grissom Air Reserve Base,Peru,United States,GUS,KGUS,airport
Casper-Natrona County International Airport,Casper,United States,CPR,KCPR,airport
Destin-Ft Walton Beach Airport,Valparaiso,United States,VPS,KVPS,airport
Craig Field,Selma,United States,SEM,KSEM,airport
Key West International Airport,Key West,United States,EYW,KEYW,airport
Charlotte Douglas International Airport,Charlotte,United States,CLT,KCLT,airport
McCarran International Airport,Las Vegas,United States,LAS,KLAS,airport
Orlando International Airport,Orlando,United States,MCO,KMCO,airport
Florence Regional Airport,Florence,United States,FLO,KFLO,airport
Great Falls International Airport,Great Falls,United States,GTF,KGTF,airport
Youngstown Warren Regional Airport,Youngstown,United States,YNG,KYNG,airport
Ladd AAF Airfield,Fort Wainwright,United States,FBK,PAFB,airport
Robins Air Force Base,Macon,United States,WRB,KWRB,airport
Pullman Moscow Regional Airport,Pullman,United States,PUW,KPUW,airport
Lewiston Nez Perce County Airport,Lewiston,United States,LWS,KLWS,airport
Elmira Corning Regional Airport,Elmira,United States,ELM,KELM,airport
Ithaca Tompkins Regional Airport,Ithaca,United States,ITH,KITH,airport
Monterey Peninsula Airport,Monterey,United States,MRY,KMRY,airport
Santa Barbara Municipal Airport,Santa Barbara,United States,SBA,KSBA,airport
Daytona Beach International Airport,Daytona Beach,United States,DAB,KDAB,airport
Downtown-Manhattan/Wall St Heliport,New York,United States,JRB,KJRB,airport
Talkeetna Airport,Talkeetna,United States,TKA,PATK,airport
Tweed New Haven Airport,New Haven,United States,HVN,KHVN,airport
Asheville Regional Airport,Asheville,United States,AVL,KAVL,airport
Piedmont Triad International Airport,Greensboro,United States,GSO,KGSO,airport
Joe Foss Field Airport,Sioux Falls,United States,FSD,KFSD,airport
Manchester-Boston Regional Airport,Manchester NH,United States,MHT,KMHT,airport
Naples Municipal Airport,Naples,United States,APF,KAPF,airport
Louisville International Standiford Field,Louisville,United States,SDF,KSDF,airport
Charlottesville Albemarle Airport,Charlottesville VA,United States,CHO,KCHO,airport
Roanoke–Blacksburg Regional Airport,Roanoke VA,United States,ROA,KROA,airport
Blue Grass Airport,Lexington KY,United States,LEX,KLEX,airport
Evansville Regional Airport,Evansville,United States,EVV,KEVV,airport
Albuquerque International Sunport,Albuquerque,United States,ABQ,KABQ,airport
Gallatin Field,Bozeman,United States,BZN,KBZN,airport
Billings Logan International Airport,Billings,United States,BIL,KBIL,airport
Bert Mooney Airport,Butte,United States,BTM,KBTM,airport
Cherry Capital Airport,Traverse City,United States,TVC,KTVC,airport
Hancock County-Bar Harbor Airport,Bar Harbor,United States,BHB,KBHB,airport
Knox County Regional Airport,Rockland,United States,RKD,KRKD,airport
Jackson Hole Airport,Jacksn Hole,United States,JAC,KJAC,airport
Chicago Rockford International Airport,Rockford,United States,RFD,KRFD,airport
Greenville Spartanburg International Airport,Greenville,United States,GSP,KGSP,airport
Central Illinois Regional Airport at Bloomington-Normal,Bloomington,United States,BMI,KBMI,airport
Gulfport Biloxi International Airport,Gulfport,United States,GPT,KGPT,airport
Kalamazoo Battle Creek International Airport,Kalamazoo,United States,AZO,KAZO,airport
Toledo Express Airport,Toledo,United States,TOL,KTOL,airport
Fort Wayne International Airport,Fort Wayne,United States,FWA,KFWA,airport
Decatur Airport,Decatur,United States,DEC,KDEC,airport
The Eastern Iowa Airport,Cedar Rapids,United States,CID,KCID,airport
La Crosse Municipal Airport,La Crosse,United States,LSE,KLSE,airport
Central Wisconsin Airport,Wassau,United States,CWA,KCWA,airport
General Wayne A. Downing Peoria International Airport,Peoria,United States,PIA,KPIA,airport
Appleton International Airport,Appleton,United States,ATW,KATW,airport
Rochester International Airport,Rochester,United States,RST,KRST,airport
University of Illinois Willard Airport,Champaign,United States,CMI,KCMI,airport
Manhattan Regional Airport,Manhattan,United States,MHK,KMHK,airport
Venango Regional Airport,Franklin,United States,FKL,KFKL,airport
Grand Junction Regional Airport,Grand Junction,United States,GJT,KGJT,airport
St George Municipal Airport,Saint George,United States,SGU,KSGU,airport
David Wayne Hooks Memorial Airport,Houston,United States,DWH,KDWH,airport
Sarasota Bradenton International Airport,Sarasota,United States,SRQ,KSRQ,airport
Van Nuys Airport,Van Nuys,United States,VNY,KVNY,airport
Quad City International Airport,Moline,United States,MLI,KMLI,airport
Panama City-Bay Co International Airport,Panama City,United States,PFN,KPFN,airport
Bismarck Municipal Airport,Bismarck,United States,BIS,KBIS,airport
Telluride Regional Airport,Telluride,United States,TEX,KTEX,airport
Rapid City Regional Airport,Rapid City,United States,RAP,KRAP,airport
Mc Clellan-Palomar Airport,Carlsbad,United States,CLD,KCRQ,airport
Bishop International Airport,Flint,United States,FNT,KFNT,airport
Redding Municipal Airport,Redding,United States,RDD,KRDD,airport
Mahlon Sweet Field,Eugene,United States,EUG,KEUG,airport
Idaho Falls Regional Airport,Idaho Falls,United States,IDA,KIDA,airport
Rogue Valley International Medford Airport,Medford,United States,MFR,KMFR,airport
Roberts Field,Redmond-Bend,United States,RDM,KRDM,airport
Akron Canton Regional Airport,Akron,United States,CAK,KCAK,airport
Huntsville International Carl T Jones Field,Huntsville,United States,HSV,KHSV,airport
Mid Ohio Valley Regional Airport,PARKERSBURG,United States,PKB,KPKB,airport
Montgomery Regional (Dannelly Field) Airport,MONTGOMERY,United States,MGM,KMGM,airport
Tri-Cities Regional TN/VA Airport,BRISTOL,United States,TRI,KTRI,airport
Barkley Regional Airport,PADUCAH,United States,PAH,KPAH,airport
Page Municipal Airport,Page,United States,PGA,KPGA,airport
Glacier Park International Airport,Kalispell,United States,FCA,KGPI,airport
MBS International Airport,Saginaw,United States,MBS,KMBS,airport
Greater Binghamton/Edwin A Link field,Binghamton,United States,BGM,KBGM,airport
Blythe Airport,Blythe,United States,BLH,KBLH,airport
Petersburg James A Johnson Airport,Petersburg,United States,PSG,PAPG,airport
Orlando Sanford International Airport,Sanford,United States,SFB,KSFB,airport
John Murtha Johnstown Cambria County Airport,Johnstown,United States,JST,KJST,airport
Missoula International Airport,Missoula,United States,MSO,KMSO,airport
Grand Canyon National Park Airport,Grand Canyon,United States,GCN,KGCN,airport
Sugar Land Regional Airport,Sugar Land,United States,SGR,KSGR,airport
Centennial Airport,Denver,United States,APA,KAPA,airport
Clovis Municipal Airport,Clovis,United States,CVN,KCVN,airport
Fort Stockton Pecos County Airport,Fort Stockton,United States,FST,KFST,airport
Las Vegas Municipal Airport,Las Vegas,United States,LVS,KLVS,airport
West Houston Airport,Houston,United States,IWS,KIWS,airport
Las Cruces International Airport,Las Cruces,United States,LRU,KLRU,airport
Stephens County Airport,Breckenridge,United States,BKD,KBKD,airport
Draughon Miller Central Texas Regional Airport,Temple,United States,TPL,KTPL,airport
Ozona Municipal Airport,Ozona,United States,OZA,KOZA,airport
Eagle County Regional Airport,Vail,United States,EGE,KEGE,airport
Cuyahoga County Airport,Richmond Heights,United States,CGF,KCGF,airport
Mansfield Lahm Regional Airport,Mansfield,United States,MFD,KMFD,airport
Columbus Metropolitan Airport,Columbus,United States,CSG,KCSG,airport
Lawton Fort Sill Regional Airport,Lawton,United States,LAW,KLAW,airport
