name, codename, country, iata, icao, type
Deniliquin Airport,Deniliquin,Australia,DNQ,YDLQ,airport
Dysart Airport,,Australia,DYA,YDYS,airport
Echuca Airport,,Australia,ECH,YECH,airport
Forbes Airport,Forbes,Australia,FRB,YFBS,airport
Gunnedah Airport,,Australia,GUH,YGDH,airport
Hay Airport,,Australia,HXX,YHAY,airport
Hopetoun Airport,,Australia,HTU,YHPN,airport
Kerang Airport,,Australia,KRA,YKER,airport
Kempsey Airport,,Australia,KPS,YKMP,airport
Kingaroy Airport,,Australia,KGY,YKRY,airport
Latrobe Valley Airport,Morwell,Australia,TGN,YLTV,airport
Mareeba Airport,,Australia,MRG,YMBA,airport
Ngukurr Airport,,Australia,RPM,YNGU,airport
Narromine Airport,,Australia,QRM,YNRM,airport
Port Pirie Airport,,Australia,PPI,YPIR,airport
Smithton Airport,,Australia,SIO,YSMI,airport
Snake Bay Airport,,Australia,SNB,YSNB,airport
Stawell Airport,,Australia,SWC,YSWL,airport
Tibooburra Airport,,Australia,TYB,YTIB,airport
Tumut Airport,,Australia,TUM,YTMU,airport
Wangaratta Airport,,Australia,WGT,YWGT,airport
Warracknabeal Airport,,Australia,WKB,YWKB,airport
Warren Airport,,Australia,QRR,YWRN,airport
West Sale Airport,Sale,Australia,SXE,YWSL,airport
West Wyalong Airport,West Wyalong,Australia,WWY,YWWL,airport
Young Airport,,Australia,NGA,YYNG,airport
Hermannsburg Airport,Hermannsburg,Australia,HMG,YHMB,airport
Kings Creek Airport,Petermann,Australia,KCS,YKCS,airport
Goondiwindi Airport,Goondiwindi,Australia,GOO,YGDI,airport
Docker River Airport,Docker River,Australia,DKV,YDVR,airport
Amata Airport,Amata,Australia,AMT,YAMT,airport
Erldunda Airport,Erldunda,Australia,EDD,YERL,airport
Finke Airport,Finke,Australia,FIK,YFNE,airport
Bowen Airport,Bowen,Australia,ZBO,YBWN,airport
Boolgeeda,Brockman,Australia,OCM,YBGD,airport
Naracoorte Airport,Naracoorte,Australia,NAC,YNRC,airport
Caloundra Airport,Caloundra,Australia,CUD,YCDR,airport
Croker Island Airport,Croker Island,Australia,CKI,YCKI,airport
Barimunya Airport,Barimunya,Australia,BYP,YBRY,airport
Noonkanbah Airport,Noonkanbah,Australia,NKB,YNKA,airport
Graz Airport,Graz,Austria,GRZ,LOWG,airport
Innsbruck Airport,Innsbruck,Austria,INN,LOWI,airport
Linz Hörsching Airport,Linz,Austria,LNZ,LOWL,airport
Salzburg Airport,Salzburg,Austria,SZG,LOWS,airport
Vienna International Airport,Vienna,Austria,VIE,LOWW,airport
Klagenfurt Airport,Klagenfurt,Austria,KLU,LOWK,airport
Hohenems-Dornbirn Airport,Hohenems,Austria,HOH,LOIH,airport
Heydar Aliyev International Airport,Baku,Azerbaijan,GYD,UBBB,airport
Ganja Airport,Ganja,Azerbaijan,KVD,UBBG,airport
Nakhchivan Airport,Nakhchivan,Azerbaijan,NAJ,UBBN,airport
Lankaran International Airport,Lankaran,Azerbaijan,LLK,UBBL,airport
Gabala International Airport,Qabala,Azerbaijan,GBB,UBBQ,airport
Zaqatala International Airport,Zaqatala,Azerbaijan,ZTU,UBBY,airport
Zabrat Airport,Baku,Azerbaijan,ZXT,UBTT,airport
Clarence A. Bain Airport,Clarence Bain,Bahamas,MAY,MYAB,airport
Andros Town Airport,Andros Town,Bahamas,ASD,MYAF,airport
Leonard M Thompson International Airport,Marsh Harbor,Bahamas,MHH,MYAM,airport
San Andros Airport,San Andros,Bahamas,SAQ,MYAN,airport
Spring Point Airport,Spring Point,Bahamas,AXP,MYAP,airport
Treasure Cay Airport,Treasure Cay,Bahamas,TCB,MYAT,airport
Chub Cay Airport,Chub Cay,Bahamas,CCZ,MYBC,airport
Great Harbour Cay Airport,Bullocks Harbour,Bahamas,GHC,MYBG,airport
South Bimini Airport,Alice Town,Bahamas,BIM,MYBS,airport
Exuma International Airport,Great Exuma,Bahamas,GGT,MYEF,airport
North Eleuthera Airport,North Eleuthera,Bahamas,ELH,MYEH,airport
Governor's Harbour Airport,Governor's Harbor,Bahamas,GHB,MYEM,airport
Normans Cay Airport,Norman's Cay,Bahamas,NMC,MYEN,airport
Rock Sound Airport,Rock Sound,Bahamas,RSD,MYER,airport
Staniel Cay Airport,Staniel Cay,Bahamas,TYM,MYES,airport
Grand Bahama International Airport,Freeport,Bahamas,FPO,MYGF,airport
Inagua Airport,Matthew Town,Bahamas,IGA,MYIG,airport
Deadman's Cay Airport,Dead Man's Cay,Bahamas,LGI,MYLD,airport
Stella Maris Airport,Stella Maris,Bahamas,SML,MYLS,airport
Mayaguana Airport,Mayaguana,Bahamas,MYG,MYMM,airport
Lynden Pindling International Airport,Nassau,Bahamas,NAS,MYNN,airport
Duncan Town Airport,Duncan Town,Bahamas,DCT,MYRD,airport
Rum Cay Airport,Port Nelson,Bahamas,RCY,MYRP,airport
San Salvador Airport,Cockburn Town,Bahamas,ZSA,MYSM,airport
Congo Town Airport,Andros,Bahamas,COX,MYAK,airport
Arthur's Town Airport,Arthur's Town,Bahamas,ATC,MYCA,airport
New Bight Airport,Cat Island,Bahamas,TBI,MYCB,airport
Colonel Hill Airport,Colonel Hill,Bahamas,CRI,MYCI,airport
Nassau Paradise Island Airport,Nassau,Bahamas,PID,MYPI,airport
Abaco I Walker C Airport,Walker's Cay,Bahamas,WKR,MYAW,airport
Bahrain International Airport,Bahrain,Bahrain,BAH,OBBI,airport
Cox's Bazar Airport,Cox's Bazar,Bangladesh,CXB,VGCB,airport
Shah Amanat International Airport,Chittagong,Bangladesh,CGP,VGEG,airport
Ishurdi Airport,Ishurdi,Bangladesh,IRD,VGIS,airport
Jessore Airport,Jessore,Bangladesh,JSR,VGJR,airport
Shah Mokhdum Airport,Rajshahi,Bangladesh,RJH,VGRJ,airport
Saidpur Airport,Saidpur,Bangladesh,SPD,VGSD,airport
Osmany International Airport,Sylhet Osmani,Bangladesh,ZYL,VGSY,airport
Hazrat Shahjalal International Airport,Dhaka,Bangladesh,DAC,VGZR,airport
Barisal Airport,Barisal,Bangladesh,BZL,VGBR,airport
Sir Grantley Adams International Airport,Bridgetown,Barbados,BGI,TBPB,airport
Gomel Airport,Gomel,Belarus,GME,UMGG,airport
Vitebsk Vostochny Airport,Vitebsk,Belarus,VTB,UMII,airport
Minsk 1 Airport,Minsk,Belarus,MHP,UMMM,airport
Minsk National Airport,Minsk 2,Belarus,MSQ,UMMS,airport
Hrodna Airport,Hrodna,Belarus,GNA,UMMG,airport
Mogilev Airport,Mogilev,Belarus,MVQ,UMOO,airport
Brest Airport,Brest,Belarus,BQT,UMBB,airport
Antwerp International Airport (Deurne),Antwerp,Belgium,ANR,EBAW,airport
Brussels Airport,Brussels,Belgium,BRU,EBBR,airport
Brussels South Charleroi Airport,Charleroi,Belgium,CRL,EBCI,airport
Wevelgem Airport,Kortrijk-vevelgem,Belgium,KJK,EBKT,airport
Liège Airport,Liege,Belgium,LGG,EBLG,airport
Ostend-Bruges International Airport,Ostend,Belgium,OST,EBOS,airport
Zoersel (Oostmalle) Airfield,Zoersel,Belgium,OBL,EBZR,airport
Philip S. W. Goldson International Airport,Belize City,Belize,BZE,MZBZ,airport
San Pedro Airport,San Pedro,Belize,SPR,MZSP,airport
Cadjehoun Airport,Cotonou,Benin,COO,DBBB,airport
Parakou Airport,Parakou,Benin,PKO,DBBP,airport
Kandi Airport,Kandi,Benin,KDC,DBBK,airport
L.F. Wade International International Airport,Bermuda,Bermuda,BDA,TXKF,airport
Paro Airport,Thimphu,Bhutan,PBH,VQPR,airport
Bathpalathang Airport,Jakar,Bhutan,BUT,VQBT,airport
Gelephu Airport,Gelephu,Bhutan,GLU,VQGP,airport
Bermejo Airport,Bermejo,Bolivia,BJO,SLBJ,airport
Jorge Wilsterman International Airport,Cochabamba,Bolivia,CBB,SLCB,airport
Chimore Airport,Chapacura,Bolivia,CCA,SLCH,airport
Capitán Aníbal Arab Airport,Cobija,Bolivia,CIJ,SLCO,airport
El Alto International Airport,La Paz,Bolivia,LPB,SLLP,airport
Juan Mendoza Airport,Oruro,Bolivia,ORU,SLOR,airport
Capitan Nicolas Rojas Airport,Potosi,Bolivia,POI,SLPO,airport
Capitán Av. Salvador Ogaya G. airport,Puerto Suarez,Bolivia,PSZ,SLPS,airport
Santa Ana Del Yacuma Airport,Santa Ana,Bolivia,SBL,SLSA,airport
Juana Azurduy De Padilla Airport,Sucre,Bolivia,SRE,SLSU,airport
Capitan Oriel Lea Plaza Airport,Tarija,Bolivia,TJA,SLTJ,airport
Teniente Av. Jorge Henrich Arauz Airport,Trinidad,Bolivia,TDD,SLTR,airport
Teniente Coronel Rafael Pabón Airport,Villa Montes,Bolivia,VLM,SLVM,airport
Viru Viru International Airport,Santa Cruz,Bolivia,VVI,SLVR,airport
Yacuiba Airport,Yacuiba,Bolivia,BYC,SLYA,airport
El Trompillo Airport,Santa Cruz,Bolivia,SRZ,SLET,airport
Capitán de Av. Emilio Beltrán Airport,Guayaramerín,Bolivia,GYA,SLGY,airport
Puerto Rico Airport,Puerto Rico/Manuripi,Bolivia,PUR,SLPR,airport
Capitán Av. Selin Zeitun Lopez Airport,Riberalta,Bolivia,RIB,SLRI,airport
Reyes Airport,Reyes,Bolivia,REY,SLRY,airport
Capitán Av. German Quiroga G. Airport,San Borja,Bolivia,SRJ,SLSB,airport
Uyuni Airport,Uyuni,Bolivia,UYU,SLUY,airport
Rurenabaque Airport,Rerrenabaque,Bolivia,RBQ,SLRQ,airport
Mostar International Airport,Mostar,Bosnia and Herzegovina,OMO,LQMO,airport
Sarajevo International Airport,Sarajevo,Bosnia and Herzegovina,SJJ,LQSA,airport
Banja Luka International Airport,Banja Luka,Bosnia and Herzegovina,BNX,LQBK,airport
Tuzla International Airport,Null,Bosnia and Herzegovina,TZL,LQTZ,airport
Francistown Airport,Francistown,Botswana,FRW,FBFT,airport
Jwaneng Airport,Jwaneng,Botswana,JWA,FBJW,airport
Kasane Airport,Kasane,Botswana,BBK,FBKE,airport
Maun Airport,Maun,Botswana,MUB,FBMN,airport
Sir Seretse Khama International Airport,Gaberone,Botswana,GBE,FBSK,airport
Selebi Phikwe Airport,Selebi-phikwe,Botswana,PKW,FBSP,airport
Ghanzi Airport,Ghanzi,Botswana,GNZ,FBGZ,airport
Orapa Airport,Orapa,Botswana,ORP,FBOR,airport
Shakawe Airport,Shakawe,Botswana,SWX,FBSW,airport
Limpopo Valley Airport,Tuli Lodge,Botswana,TLD,FBTL,airport
Khwai River Lodge Airport,Khwai River,Botswana,KHW,FBKR,airport
Sua Pan Airport,Sowa,Botswana,SXN,FBSN,airport
Conceição do Araguaia Airport,Conceicao Do Araguaia,Brazil,CDJ,SBAA,airport
Araraquara Airport,Araracuara,Brazil,AQA,SBAQ,airport
Santa Maria Airport,Aracaju,Brazil,AJU,SBAR,airport
Piloto Osvaldo Marques Dias Airport,Alta Floresta,Brazil,AFL,SBAT,airport
Araçatuba Airport,Aracatuba,Brazil,ARU,SBAU,airport
Val de Cans/Júlio Cezar Ribeiro International Airport,Belem,Brazil,BEL,SBBE,airport
Comandante Gustavo Kraemer Airport,Bage,Brazil,BGX,SBBG,airport
Pampulha - Carlos Drummond de Andrade Airport,Belo Horizonte,Brazil,PLU,SBBH,airport
Bacacheri Airport,Curitiba,Brazil,BFH,SBBI,airport
Presidente Juscelino Kubistschek International Airport,Brasilia,Brazil,BSB,SBBR,airport
Bauru Airport,Bauru,Brazil,BAU,SBBU,airport
Atlas Brasil Cantanhede Airport,Boa Vista,Brazil,BVB,SBBV,airport
Barra do Garças Airport,Barra Do Garcas,Brazil,BPG,SBBW,airport
Cascavel Airport,Cascavel,Brazil,CAC,SBCA,airport
Tancredo Neves International Airport,Belo Horizonte,Brazil,CNF,SBCF,airport
Campo Grande Airport,Campo Grande,Brazil,CGR,SBCG,airport
Serafin Enoss Bertaso Airport,Chapeco,Brazil,XAP,SBCH,airport
Brig. Lysias Augusto Rodrigues Airport,Carolina,Brazil,CLN,SBCI,airport
Diomício Freitas Airport,Criciuma,Brazil,CCM,SBCM,airport
Bartolomeu Lisandro Airport,Campos,Brazil,CAW,SBCP,airport
Corumbá International Airport,Corumba,Brazil,CMG,SBCR,airport
Afonso Pena Airport,Curitiba,Brazil,CWB,SBCT,airport
Caravelas Airport,Caravelas,Brazil,CRQ,SBCV,airport
Hugo Cantergiani Regional Airport,Caxias Do Sul,Brazil,CXJ,SBCX,airport
Marechal Rondon Airport,Cuiaba,Brazil,CGB,SBCY,airport
Cruzeiro do Sul Airport,Cruzeiro do Sul,Brazil,CZS,SBCZ,airport
Presidente Prudente Airport,President Prudente,Brazil,PPB,SBDN,airport
Eduardo Gomes International Airport,Manaus,Brazil,MAO,SBEG,airport
Jacareacanga Airport,Jacare-acanga,Brazil,JCR,SBEK,airport
Cataratas International Airport,Foz Do Iguacu,Brazil,IGU,SBFI,airport
Hercílio Luz International Airport,Florianopolis,Brazil,FLN,SBFL,airport
Fernando de Noronha Airport,Fernando Do Noronha,Brazil,FEN,SBFN,airport
Pinto Martins International Airport,Fortaleza,Brazil,FOR,SBFZ,airport
Rio Galeão – Tom Jobim International Airport,Rio De Janeiro,Brazil,GIG,SBGL,airport
Guajará-Mirim Airport,Guajara-mirim,Brazil,GJM,SBGM,airport
Santa Genoveva Airport,Goiania,Brazil,GYN,SBGO,airport
Guarulhos - Governador André Franco Montoro International Airport,Sao Paulo,Brazil,GRU,SBGR,airport
Guaratinguetá Airport,Guaratingueta,Brazil,GUJ,SBGW,airport
Altamira Airport,Altamira,Brazil,ATM,SBHT,airport
Itacoatiara Airport,Itaituba,Brazil,ITA,SBIC,airport
Itaituba Airport,Itaituba,Brazil,ITB,SBIH,airport
Bahia - Jorge Amado Airport,Ilheus,Brazil,IOS,SBIL,airport
Usiminas Airport,Ipatinga,Brazil,IPN,SBIP,airport
Francisco Vilela do Amaral Airport,Itumbiara,Brazil,ITR,SBIT,airport
Prefeito Renato Moreira Airport,Imperatriz,Brazil,IMP,SBIZ,airport
Francisco de Assis Airport,Juiz De Fora,Brazil,JDF,SBJF,airport
Presidente Castro Pinto International Airport,Joao Pessoa,Brazil,JPA,SBJP,airport
Lauro Carneiro de Loyola Airport,Joinville,Brazil,JOI,SBJV,airport
Presidente João Suassuna Airport,Campina Grande,Brazil,CPV,SBKG,airport
Viracopos International Airport,Campinas,Brazil,VCP,SBKP,airport
Lages Airport,Lajes,Brazil,LAJ,SBLJ,airport
Lins Airport,Lins,Brazil,LIP,SBLN,airport
Governador José Richa Airport,Londrina,Brazil,LDB,SBLO,airport
Bom Jesus da Lapa Airport,Bom Jesus Da Lapa,Brazil,LAZ,SBLP,airport
João Correa da Rocha Airport,Maraba,Brazil,MAB,SBMA,airport
Monte Dourado Airport,Almeirim,Brazil,MEU,SBMD,airport
Regional de Maringá - Sílvio Nane Junior Airport,Maringa,Brazil,MGF,SBMG,airport
Mário Ribeiro Airport,Montes Claros,Brazil,MOC,SBMK,airport
Ponta Pelada Airport,Manaus,Brazil,PLL,SBMN,airport
Zumbi dos Palmares Airport,Maceio,Brazil,MCZ,SBMO,airport
Alberto Alcolumbre Airport,Macapa,Brazil,MCP,SBMQ,airport
Dix-Sept Rosado Airport,Mocord,Brazil,MVF,SBMS,airport
Manicoré Airport,Manicore,Brazil,MNX,SBMY,airport
Ministro Victor Konder International Airport,Navegantes,Brazil,NVT,SBNF,airport
Santo Ângelo Airport,Santo Angelo,Brazil,GEL,SBNM,airport
Governador Aluízio Alves International Airport,Natal,Brazil,NAT,SBSG,airport
Oiapoque Airport,Oioiapoque,Brazil,OYK,SBOI,airport
Salgado Filho Airport,Porto Alegre,Brazil,POA,SBPA,airport
Prefeito Doutor João Silva Filho Airport,Parnaiba,Brazil,PHB,SBPB,airport
Poços de Caldas - Embaixador Walther Moreira Salles Airport,Pocos De Caldas,Brazil,POO,SBPC,airport
Lauro Kurtz Airport,Passo Fundo,Brazil,PFB,SBPF,airport
João Simões Lopes Neto International Airport,Pelotas,Brazil,PET,SBPK,airport
Senador Nilo Coelho Airport,Petrolina,Brazil,PNZ,SBPL,airport
Porto Nacional Airport,Porto Nacional,Brazil,PNB,SBPN,airport
Ponta Porã Airport,Ponta Pora,Brazil,PMG,SBPP,airport
Governador Jorge Teixeira de Oliveira Airport,Porto Velho,Brazil,PVH,SBPV,airport
Plácido de Castro Airport,Rio Branco,Brazil,RBR,SBRB,airport
Guararapes - Gilberto Freyre International Airport,Recife,Brazil,REC,SBRF,airport
Santos Dumont Airport,Rio De Janeiro,Brazil,SDU,SBRJ,airport
Leite Lopes Airport,Ribeirao Preto,Brazil,RAO,SBRP,airport
Santa Cruz Air Force Base,Rio De Janeiro,Brazil,SNZ,SBSC,airport
Professor Urbano Ernesto Stumpf Airport,Sao Jose Dos Campos,Brazil,SJK,SBSJ,airport
Marechal Cunha Machado International Airport,Sao Luis,Brazil,SLZ,SBSL,airport
Congonhas Airport,Sao Paulo,Brazil,CGH,SBSP,airport
Prof. Eribelto Manoel Reino State Airport,Sao Jose Do Rio Preto,Brazil,SJP,SBSR,airport
Base Aérea de Santos Airport,Santos,Brazil,SSZ,SBST,airport
Deputado Luiz Eduardo Magalhães International Airport,Salvador,Brazil,SSA,SBSV,airport
Trombetas Airport,Oriximina,Brazil,TMT,SBTB,airport
Senador Petrônio Portela Airport,Teresina,Brazil,THE,SBTE,airport
Tefé Airport,Tefe,Brazil,TFF,SBTF,airport
Tarauacá Airport,Tarauaca,Brazil,TRQ,SBTK,airport
Telêmaco Borba Airport,Telemaco Borba,Brazil,TEC,SBTL,airport
Tabatinga Airport,Tabatinga,Brazil,TBT,SBTT,airport
Tucuruí Airport,Tucurui,Brazil,TUR,SBTU,airport
São Gabriel da Cachoeira Airport,Sao Gabriel,Brazil,SJL,SBUA,airport
Paulo Afonso Airport,Paulo Alfonso,Brazil,PAV,SBUF,airport
Rubem Berta Airport,Uruguaiana,Brazil,URG,SBUG,airport
Ten. Cel. Aviador César Bombonato Airport,Uberlandia,Brazil,UDI,SBUL,airport
Mário de Almeida Franco Airport,Uberaba,Brazil,UBA,SBUR,airport
Major Brigadeiro Trompowsky Airport,Varginha,Brazil,VAG,SBVG,airport
Brigadeiro Camarão Airport,Vilhena,Brazil,BVH,SBVH,airport
Eurico de Aguiar Salles Airport,Vitoria,Brazil,VIX,SBVT,airport
Campo Fontenelle Airport,Piracununga,Brazil,QPS,SBYS,airport
Maestro Wilson Fonseca Airport,Santarem,Brazil,STM,SBSN,airport
Porto Seguro Airport,Porto Seguro,Brazil,BPS,SBPS,airport
Iguatu Airport,Iguatu,Brazil,QIG,SNIG,airport
Brigadeiro Lysias Rodrigues Airport,Palmas,Brazil,PMW,SBPJ,airport
Nelson Ribeiro Guimarães Airport,Caldas Novas,Brazil,CLV,SBCN,airport
Orlando Bezerra de Menezes Airport,Juazeiro Do Norte,Brazil,JDO,SBJU,airport
Coronel Horácio de Mattos Airport,Lençóis,Brazil,LEC,SBLE,airport
Macaé Airport,Macaé,Brazil,MEA,SBME,airport
Frank Miloye Milenkowichi–Marília State Airport,Marília,Brazil,MII,SBML,airport
Vitória da Conquista Airport,Vitória Da Conquista,Brazil,VDC,SBQV,airport
Santa Maria Airport,Santa Maria,Brazil,RIA,SBSM,airport
Toledo Airport,Toledo,Brazil,TOW,SBTD,airport
Sorocaba Airport,Sorocaba,Brazil,SOD,SDCO,airport
Mucuri Airport,Mucuri,Brazil,MVS,SNMU,airport
Santa Rosa Airport,Santa Rosa,Brazil,SRA,SSZR,airport
Ji-Paraná Airport,Ji-Paraná,Brazil,JPR,SWJI,airport
Erechim Airport,Erechim,Brazil,ERM,SSER,airport
Coronel Altino Machado de Oliveira Airport,Governador Valadares,Brazil,GVR,SBGV,airport
Amarais Airport,Campinas,Brazil,CPQ,SDAM,airport
Cabo Frio Airport,Cabo Frio,Brazil,CFB,SBCB,airport
Presidente João Batista Figueiredo Airport,Sinop,Brazil,OPS,SWSI,airport
Gurupi Airport,Gurupi,Brazil,GRP,SWGI,airport
Santana do Araguaia Airport,Santana do Araguaia,Brazil,CMP,SNKE,airport
Breves Airport,Breves,Brazil,BVS,SNVS,airport
Soure Airport,Soure,Brazil,SFK,SNSW,airport
Parintins Airport,Parintins,Brazil,PIN,SWPI,airport
Barreiras Airport,Barreiras,Brazil,BRA,SNBR,airport
Santa Terezinha Airport,Santa Terezinha,Brazil,STZ,SWST,airport
Minaçu Airport,Minacu,Brazil,MQH,SBMC,airport
Araguaína Airport,Araguaina,Brazil,AUX,SWGN,airport
Novo Aripuanã Airport,Novo Aripuana,Brazil,NVP,SWNA,airport
Tenente Lund Pressoto Airport,Franca,Brazil,FRC,SIMK,airport
Dourados Airport,Dourados,Brazil,DOU,SSDO,airport
Lábrea Airport,Labrea,Brazil,LBR,SWLB,airport
Maestro Marinho Franco Airport,Rondonopolis,Brazil,ROO,SWRD,airport
Tancredo Thomas de Faria Airport,Guarapuava,Brazil,GPB,SBGU,airport
Santa Terezinha Airport,Joacaba,Brazil,JCB,SSJA,airport
General Leite de Castro Airport,Rio Verde,Brazil,RVD,SWLC,airport
Romeu Zema Airport,Araxa,Brazil,AAX,SBAX,airport
Maués Airport,Maues,Brazil,MBZ,SWMW,airport
Borba Airport,Borba,Brazil,RBB,SWBR,airport
Coari Airport,Coari,Brazil,CIZ,SWKO,airport
Barcelos Airport,Barcelos,Brazil,BAZ,SWBC,airport
Diamantino Airport,Diamantino,Brazil,DMT,SWDM,airport
Guanambi Airport,Guanambi,Brazil,GNM,SNGI,airport
Carajás Airport,Parauapebas,Brazil,CKS,SBCJ,airport
Valença Airport,Valenca,Brazil,VAL,SNVB,airport
Caruaru Airport,Caruaru,Brazil,CAU,SNRU,airport
Aeroclube Airport,Nova Iguacu,Brazil,QNV,SDNY,airport
Blumenau Airport,BLUMENAU,Brazil,BNU,SSBL,airport
Zona da Mata Regional Airport,Juiz de Fora,Brazil,IZA,SDZY,airport
Patos de Minas Airport,Patos de Minas,Brazil,POJ,SNPD,airport
Bauru - Arealva Airport,Bauru,Brazil,JTC,SJTC,airport
Ourilândia do Norte Airport,Ourilandia do Norte,Brazil,OIA,SDOW,airport
Redenção Airport,Redencao,Brazil,RDC,SNDC,airport
São Félix do Xingu Airport,Sao Felix do Xingu,Brazil,SXX,SNFX,airport
Bonito Airport,Bointo,Brazil,BYO,SJDB,airport
São Félix do Araguaia Airport,Sao Felix do Araguaia,Brazil,SXO,SWFX,airport
Caçador Airport,Cacador,Brazil,CFC,SBCD,airport
Carauari Airport,Carauari,Brazil,CAF,SWCA,airport
Eirunepé Airport,Eirunepe,Brazil,ERN,SWEI,airport
Concórdia Airport,Concordia,Brazil,CCI,SSCK,airport
Francisco Beltrão Airport,Francisco Beltrao,Brazil,FBE,SSFB,airport
Confresa Airport,Confresa,Brazil,CFO,SJHG,airport
Umuarama Airport,Umuarama,Brazil,UMU,SSUM,airport
Diamantina Airport,Diamantina,Brazil,DTI,SNDT,airport
Fonte Boa Airport,Fonte Boa,Brazil,FBA,SWOB,airport
Senadora Eunice Micheles Airport,Sao Paulo de Olivenca,Brazil,OLC,SDCG,airport
Humaitá Airport,Humaita,Brazil,HUW,SWHT,airport
Tapuruquara Airport,Santa Isabel do Rio Negro,Brazil,IRZ,SWTP,airport
Oriximiná Airport,Oriximina,Brazil,ORX,SNOX,airport
Hotel Transamérica Airport,Una,Brazil,UNA,SBTC,airport
Botucatu - Tancredo de Almeida Neves Airport,Botucatu,Brazil,QCJ,SDBK,airport
Mário Pereira Lopes–São Carlos Airport,Sao Carlos,Brazil,QSC,SDSC,airport
